Org;Type_Org;Date_demande;Type_data;Data_pairing;Title;Technical_instruction;Decision;Date_Decision;Status;Inclusion;Exclusion_reason;Specialty;Study_design;Disease or event
CHU;Recherche publique;oct-18;Registres;Oui;L?etude du type de cancer comme facteur de risque d?insuffisance r‚nale terminale et comparaison de survie entre les patients avec cancer et patients avec insuffisance r‚nale terminale. Croisement des registres Cancer et rein de l?Herault.;Oui;Oui;mai-19;INDS;1;;Nephrology;Longitudinal study;Oncology
Autres;Recherche priv‚e;mars-19;Dossiers M‚dicaux;Non;Etat des lieux de l?information relative … l?oncofertilit‚ d‚livr‚e par les praticiens prenant en charge des jeunes patientes atteintes de cancer du sein.;Oui;Oui;mai-19;INDS;0;EHR without pairing with national database;;;
EPST;Recherche priv‚e;mai-18;Extraction SNDS;Non;"L?exp‚rimentation ""Pr‚diction de profils de patients … risque"" a pour objectif led‚veloppement d?une application informatique permettant de d‚tecter les risques de complication m‚dicale encourus par un patient tout juste admis en hospitalisation en confrontant les donn‚es de prescription de m‚dicaments lui ‚tant prescrit le premier jour … des modŠles pr‚dictifs calcul‚s en amont. L?exp‚rimentation vise … construire cet ensemble de modŠles pr‚dictifs … partir de trŠs larges volumes de donn‚es de prescription m‚dicales r‚elles, et en particulier de prescriptions de m‚dicaments. Nous avons d‚j… d‚montr‚ notre approche et protocole scientifique avec des donn‚es similaires nord-am‚ricaines (en provenances d'h“pitaux aux USA). Nous souhaiterions d‚velopper notre approche avec les donn‚es fran‡aises afin de d‚terminer dans quelle mesure les h“pitaux fran‡ais pourraient ‚galement b‚n‚ficier de ces recherches.";Oui;Oui;mai-18;INDS;1;;Public health;Pharmacoepidemiology;Medical device
Bureau d'‚tude;Recherche priv‚e;mars-18;PMSI seul;non;L?objectif principal poursuivi par cette ‚tude est la construction d?indicateurs d?activit‚ pour chaque ‚tablissement, groupe d?‚tablissement ou GHT suivant l?exhaustivit‚ des nomenclatures du PMSI (cat‚gorie d?activit‚ de soins (CAS), domaine d?activit‚ (DA), groupes de planification (GP), groupes d?activit‚ (GA), indicateurs de prise en charge ambulatoires et par GHM) via les donn‚es du PMSI MCO des ann‚es 2012 … 2017 ;Oui;Oui;mai-18;INDS;1;;Public health;Transversal study;
CHU;Recherche publique;avr-19;Registres;Oui;D‚lais de prise en charge des AVC ‚ligibles … la thrombectomie et facteurs cliniques et organisationnels associ‚s;Non;Oui;mai-19;INDS;1;;Cardiology;Longitudinal study;Stroke
CHU;Recherche publique;mars-19;Dossiers M‚dicaux;Oui;L'objectif est d'‚valuer l'am‚lioration des prescriptions pour les patients souffrant d'hyperkali‚mie, avant et aprŠs la mise en place d'un protocole r‚gional de prise en charge, dans un service d'urgence du nord de la France;Non;Non;;INDS;0;Not approuved;;;
Bureau d'‚tude;Recherche priv‚e;fevrier 2019;PMSI seul;Non;L?objectif principal poursuivi par cette ‚tude est la construction d?indicateurs d?activit‚ pour chaque ‚tablissement, groupe d?‚tablissement ou GHT suivant l?exhaustivit‚ des nomenclatures du PMSI (cat‚gorie d?activit‚ de soins (CAS), domaine d?activit‚ (DA), groupes de planification (GP), groupes d?activit‚ (GA), indicateurs de prise en charge ambulatoires et par GHM) via les donn‚es du PMSI MCO des ann‚es 2018 … 2020;Oui;Oui;mars-19;INDS;1;;Public health;Transversal study;
CHU;Recherche publique;mars-19;Dossiers m‚dicaux;Non;Projet Palliatif en P‚rinatalit‚ ;Oui;Oui;mai-19;INDS;0;EHR without pairing with national database;;;
INSERM-CNRS;Recherche publique;sept-17;PMSI seul;Non;La fardeau des maladies du foie en France 2008-2016: ‚tude nationale r‚trospective;Oui;Oui;oct-17;INDS;1;;Hepatology;Longitudinal study;
F‚d‚ration d'‚tablissements;Recherche publique;;C‚pidc seul;Non;La mortalit‚ suicidaire dans les Hauts-de-France. Comparaisons territoriales et ‚volutions r‚centes.;;;;INDS;1;;Public health;Descriptive;suicide
universit‚ / Ecole;Recherche publique;mars-18;Dossiers M‚dicaux;oui;La place du dosage de la ferritin‚mie en m‚decine g‚n‚rale ;Oui;Oui;avr-18;INDS;1;;Primary cares;Transversal study;
Industriel sant‚;Recherche priv‚e;avr-18;EGB;Non;Le cancer dans la Scl‚rose en Plaque (MALBEC) : ‚tude de cohorte men‚e sur des bases de plusieurs pays. Etude en France.;Oui;Oui;mai-18;INDS;1;;Neurology;Longitudinal study;Multiple sclerosis
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;tiologie des blocs atrio-ventriculaires de haut grade chez les sujets ƒg‚s de moins de 50 ans- STIM YOUNG;Oui;Oui;juin-19;INDS;0;EHR without pairing with national database;;;
CHIC;Recherche publique;avr-19;Dossiers M‚dicaux;Non;Impact de l'arrˆt de l'isolement des patients porteurs d'E.Coli BLSE en r‚animation, ‚tude avant-aprŠs;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;Cohorte nationale multi-centrique r‚trospective de patients atteints d'angiocholites admis en r‚animation;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;Description clinique, ‚lectro-neuro-myographiques et pronostic des neuropathies p‚riph‚riques au cours de la Scl‚rodermie syst‚mique ;Non;;;INDS;0;EHR without pairing with national database;;;
Autres;Recherche priv‚e;avr-19;Registres;Non;Etude de la iatrog‚nie de la gabapentine au cours de la grossesse. ;Oui;Oui;mai-19;INDS;0;Register without pairing with national data;;;
Industriel sant‚;Recherche priv‚e;avr-19;Dossiers m‚dicaux;Non;E?valuation de l?endoprothe?se a? libe?ration de produit actif Zilver PTX de Cook Medical dans une population de patients franc?ais. ;Oui;Oui;mai-19;INDS;0;EHR without pairing with national database;;;
Industriel sant‚;Recherche priv‚e;avr-18;Extraction SNDS;Non;Le fardeau de la maladie pulmonaire … mycobact‚ries non tuberculeuses (MNT) en France: une analyse SNIIRAM;Oui;Oui;mai-18;INDS;1;;Pneumology;Longitudinal study;Infectiology
CHU;Recherche publique;;Cohorte;Non;Analyse des facteurs cliniques et g‚n‚tiques influen‡ant l?‚volution et la r‚ponse au traitement de la polykystose r‚nale autosomique dominanteÿ;;;;INDS;0;Cohort without pairing with national data;;;
Association loi 1901;Recherche publique;avr-19;Dossiers m‚dicaux;Non;Registre des malformations cong‚nitales de l'ile de la R‚union (REMACOR);Oui;Oui;mai-19;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;;Dossiers m‚dicaux;Non;®valuation de l?apport du dosage de la lactat‚mie sur les capacit‚s pr‚dictives de trois ‚chelles pronostiques pour les patients septiques aux urgences¯;Non;;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;;Autres;Non;Evaluation de Pratiques Professionnelles : ‚valuation qualitative de la cr‚ation d?un courrier type pour l?admission des patients aux urgences par SOS m‚decins;Non;;;INDS;0;Ad hoc study without pairing with national data;;;
CHU;Recherche publique;;Dossiers m‚dicaux;Non;"Evaluation des pratiques professionnelles :prescription d'antibiotiques chez l'enfant ƒg‚ de moins de 2 ans aux urgences p‚diatriques des centres hospitaliers de lens et de 
b‚thune";Non;;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;avr-19;Dossiers M‚dicaux;Non;Validation fran‡aise du score fonctionnel digestif de resection anterieure ® Lars Score ¯ chez les patients op‚r‚s d'un cancer du rectum. Impact sur leur qualit‚ de vie. ;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;avr-19;Dossiers M‚dicaux;Non;tude des d‚terminants de la fragilit‚ et de la perte d?autonomie fonctionnelle ainsi que des strat‚gies pr‚ventives chez les personnes ƒg‚es ‚valu‚es et suivies … domicile en Limousin ? Nouvelle Aquitaine : Cohorte FREEDOM LNA;Oui;Oui;mai-19;INDS;0;EHR without pairing with national database;;;
Industriel sant‚;Recherche priv‚e;avr-18;EGB;Non;Le recours aux traitements de l?ost‚oporose post-m‚nopausique en France sur la p‚riode 2007-2016 : profil des femmes d‚butant un traitement, classes th‚rapeutiques utilis‚es, ant‚c‚dents de fractures, recours … l?ost‚odensitom‚trie.;Oui;Oui;mai-18;INDS;1;;Rheumatology;Pharmacoepidemiology;Osteoporosis
Industriel sant‚;Recherche priv‚e;avr-19;Dossiers M‚dicaux;Non;tude r‚trospective, monoccentrique sur l'‚valuation des complications dans le traitement du prolapsus par pose d'implants S.P.R par voie basse de septembre 2014 … septembre 2017 sur 150 patientes;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
Autres;Recherche priv‚e;avr-19;Enquˆtes;Non;Pr‚valences d?addictions dans la patientŠle d?un cabinet de m‚decine g‚n‚rale en zone rurale de l?H‚rault;Non;Hors champs;;INDS;0;Survey without pairing with national data;;;
CHIC;Recherche publique;avr-19;Dossiers m‚dicaux;Non;Bilharziose urinaire de l?enfant : recherche sur les aspects ‚pid‚miologiques, cliniques et th‚rapeutiques;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CLCC;Recherche publique;avr-18;Dossiers M‚dicaux;Oui;Les cancers s‚reux de l?ovaire et de l?endomŠtre ont-ils pour origine commune la cellule ‚pith‚liale cili‚e de la trompe de Fallope ?;Oui;Oui;mai-18;INDS;1;;Gynecology;Transervsal study;Oncology
CHU;Recherche publique;;Dossiers M‚dicaux;Non;Enquˆte r‚trospective sur l'ann‚e 2018, des patients migrants dans les Deux SŠvres aux d‚pistages infectieux positifs. Elaboration d'un arbre diagnostic … la m‚decine g‚n‚rale. ;Non;;;INDS;0;EHR without pairing with national database;;;
Autres;Autres;avr-19;PMSI seul;Non;Analyse globale des flux de patients en h“pital de jour et en hospitalisation dans les services prenant en charge les patients dans la tranche d'ƒge 0 … 18 ans (par exemple : n‚onatologie, canc‚rologie, traumatologie, urgences, r‚animation, endocrinologie et diab‚tologie p‚diatriques, psychiatrie, m‚decine interne p‚diatrique, maladies rares, chirurgie, cardiologie, neurologie, pneumologie, gastro-ent‚rologie, h‚patologie et nutrition, n‚phrologie,...);Oui;Oui;mai-19;INDS;1;;Public heatlth;Longitudinal study;
Autres;Recherche priv‚e;juin-19;Dossiers M‚dicaux;Oui;Etude de faisabilit‚ d?une solution num‚rique sur des patients en suivi de chirurgie bariatrique;Non;Hors champs;;INDS;0;Not approuved;;;
CLCC;Recherche publique;;Autres;Non;Pertinence et faisabilit‚ de la prise en compte des in‚galit‚s sociales et territoriales de sant‚ dans le cadre du PMSI et de la Tarification … l?Activit‚ en canc‚rologie.;;;;INDS;0;Ad hoc study without pairing with national data;;;
Universit‚ / Ecole;Recherche publique;mai-19;Autres;Oui;Les d‚terminants non-cliniques de la prescription d?une antibioth‚rapie en m‚decine g‚n‚rale dans les Ardennes (ThŠse);Oui;Oui;juil-19;INDS;1;;Primary cares;Pharmacoepidemiology;
INSERM-CNRS;Recherche publique;avr-19;Enquˆtes;Non;Phase pilote de l?enquˆte GANYMEDE : exploration qualitative auprŠs d?hommes ayant des rapports sexuels avec d?autres hommes (HSH) n‚s … l?‚tranger et suivis en Ile-de-France, pour la construction d?un questionnaire;Non;Hors champs;;INDS;0;Survey without pairing with national data;;;
CHU;Recherche publique;mars-19;Extraction SNDS;Oui;Les exent‚rations orbitaires en France de 2006 … 2018 : Une ‚tude ‚pid‚miologique ;Oui;Oui;mai-19;INDS;1;;Ophtalmology;Transversal study;
Autres;Recherche priv‚e;;Autres;Non;avis sur les outils de pr‚sentation du m‚decin g‚n‚raliste auprŠs du patient en cabinet de m‚decine g‚n‚rale : une ‚tude qualitative par focus group ;Non;;;INDS;0;Ad hoc study without pairing with national data;;;
Universit‚ / Ecole;Recherche publique;;Enquˆtes;Non;Etude qualitative avec une analyse inductive g‚n‚rale sur l'avis des m‚decins sp‚cialistes en soins palliatifs sur l'int‚rˆt de la r‚daction des directives anticip‚es et leur utilisation en France.;Non;Hors champs;;INDS;0;Survey without pairing with national data;;;
CHU;Recherche publique;oct-17;Extraction SNDS;Non;Les tumeurs mening‚es. Etude des facteurs de risques de recurrence et de survie des patients;Oui;Oui;decembre 2017;INDS;1;;Neurology;Longitudinal study;Oncology
Autres;Recherche priv‚e;mars-19;Extraction SNDS;Non;Livre blanc de l?H‚pato-Gastroent‚rologie et Oncologie Digestive;Oui;Oui;mai-19;INDS;1;;Hepatology;Descriptive;
CHU de Dijon;CHU;20150914;Tb de bord, donn‚es agr‚g‚es, EGB;Non;L'offre territoriale de soins hospitaliers en France m‚tropolitaine : de la prise en charge hospitaliŠre des grossesses pathologiques … celle des nourrissons de moins d'un an;Termin‚e;Approbation;20151013;IDS;1;;Gynecology;Transversal study;perinatality
CHU;Recherche publique;fevrier 2019;Cohorte;Oui;Long Term Pronostic Of Neonatal Hypoxic Ischemic Enecephalopathy In The Era Of Neuroprotcetive Treatment With Hypothermia ;Oui;Oui;fevrier 2019;INDS;1;;Pediatry;Longitudinal study;perinatality
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;12  06  19;PMSI national;;Long-term survival after decompressive craniectomy for malignant brain infarction. A 10-year nationwide study.;;;;MR005;1;;Neurology;Longitudinal study;
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;Identification Automatique de Biomarqueurs Pronostiques par Machine Learning dans l?Accident Vasculaire C‚r‚b‚ral isch‚mique Aigu.;Oui;Oui;juin-19;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;avr-18;Extraction SNDS;Oui;LyREMeNET The Lyon Real world Evidence in Metastatic NeuroEndocrine Tumours;Oui;Oui;mai-18;INDS;1;;Oncology;Longitudinal study;
CEMKA-EVAL;Autres;20170323;Tb de bord, donn‚es agr‚g‚es, EGB;non;Maintenance des traitements dans les maladies chroniques;Termin‚e;Autres;20170411;IDS;1;;Public health;Pharmacoepidemiology;
INSERM-CNRS;Recherche publique;avr-19;Extraction SNDS;Oui;M‚dicaments antalgiques : donn‚es d?utilisation chez l?enfant et l?adolescent en France (Antalgiques);Oui;Oui;mai-19;INDS;1;;Pediatry;Pharmacoepidemiology;Pain
Autres;Recherche priv‚e;avr-19;Extraction SNDS;Oui;Mesure de l?impact ‚conomique des dispositifs de pr‚vention anti-escarres ;Oui;Oui;mai-19;INDS;1;;Geriatry;Economics;Medical device
INSERM-CNRS;Recherche publique;juin-19;Enquˆtes;Non;Trans et VIH : enquˆte nationale sur les parcours et les conditions de vie des personnes trans s‚ropositives en France ;Non;Hors champs;;INDS;0;Survey without pairing with national data;;;
CHU de Dijon;CHU;20151222;Extraction d'un ‚chantillon;Non;Mesure de la qualit‚. Application aux r‚sections pulmonaires pour cancer … partir de la base nationale du PMSI de 2005 … 2013 (ResPul);Termin‚e;Approbation;20160120;IDS;1;;Pneumology;Longitudinal study;Lung cancer
Universit‚ / Ecole;Recherche publique;mai-19;Autres;Non;"	Le comportement de recherche d?informations de sant‚ sur internet et la relation m‚decin-patient : une ‚tude qualitative guadeloup‚enne.  
";Non;;;INDS;0;Ad hoc study without pairing with national data;;;
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;"valuation de la performance des m‚decins … pr‚dire le recours … l?‚puration extra-r‚nale au diagnostic d?insuffisance r‚nale aigu‰ des patients de r‚animation. Protocole ""Pr‚sagEER"".";Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;juin-19;Enquˆtes;Non;Approche de la pratique du je–ne aux Antilles Fran‡aises;Non;Hors champs;;INDS;0;Survey without pairing with national data;;;
CHU;Recherche publique;mai-19;Dossiers M‚dicaux;Non;Acute rhabdomyolysis and muscle pain associated with mutations in the LPIN1 gene ? A retrospective study describing the safety and efficacy of Hydroxychloroquine Sulfate given on a compassionate basis to patients suffering from Lipin-1 deficiency.;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
Universit‚ / Ecole;Recherche publique;mai-19;Dossiers M‚dicaux;Non;PAAP200 Etude descriptive r‚trospective multicentrique des patients atteints d?une pemphigo‹de … anticorps anti-p200 en France m‚tropolitaine entre 2014 et 2018;Oui;Oui;juin-19;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;juil-19;Dossiers m‚dicaux;Non;Comparaison clinico-biologique des m‚ningites n‚onatales bact‚riennes et virales … Ent‚rovirus;Non;;;INDS;0;EHR without pairing with national database;;;
CHU de Dijon;CHU;20161006;Extraction d'un ‚chantillon;Non;Mesure de la qualit‚. Application aux r‚sections pulmonaires pour cancer … partir de la base nationale du PMSI de 2005 … 2013 (ResPul) - Demande extension de la p‚riode d'extraction;Termin‚e;Approbation;20161201;IDS;1;;Pneumology;Longitudinal study;Lung cancer
